"","V1","Stolen From","Type","ZIP","Offense","Make","Caliber","Address","Date","Status"
"503","6","RESIDENCE/HOUSE","RIFLE LEVER ACTION","77099","BURGLARY HABITATION","MARLIN FIREARMS CO","30-30 CAL","9915 PARKVALE  DR,houston ,Texas ,77099","6/16/2008","S"
"504","7","APARTMENT","PISTOL, SEMIAUTOMATIC","77077","BURGLARY HABITATION","BERETTA","40 CAL","13101 BRIAR FOREST  DR,houston ,Texas ,77077","8/9/2011","S"
"505","8","HOSPITAL","PISTOL, REVOLVER","77024","THEFT/LOSS $200.00 OR MORE - F","UNKNOWN","38 CAL","921 GESSNER  DR,houston ,Texas ,77024","9/11/2011","U"
"506","9","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77072","BURGLARY HABITATION","GLOCK","9 MILL","6406 VERIDIAN GROVE  DR,houston ,Texas ,77072","9/17/2008","S"
"507","10","PHARMACY","PISTOL, SEMIAUTOMATIC","77031","BURGLARY BUILDING","H.K.","40","11886 WILCREST S DR,houston ,Texas ,77031","1/21/2010","S"
"508","1","STADIUM/SPRTS ARENA/RACE","PISTOL, SEMIAUTOMATIC","77054","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","RUGER","380 CAL","8403 KIRBY  DR,houston ,Texas ,77054","2/26/2011","S"
"509","2","RESIDENCE/HOUSE","PISTOL, REVOLVER","77024","BURGLARY HABITATION","HAWES","357 CAL","12326 BROKEN ARROW  ST,houston ,Texas ,77024","4/4/2012","S"
"510","3","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77013","BURGLARY HABITATION","COLT","45 CAL","12726 EASTBROOK  ,houston ,Texas ,77013","4/23/2010","C"
"511","4","MISC. BUSINESS (NON-SPECI","PISTOL, SEMIAUTOMATIC","77040","INVESTIGATION (BURGLARY AND THEFT)","TAURUS","40 CAL","5215 TED  ,houston ,Texas ,77040","12/14/2009","S"
"512","5","RESIDENCE/HOUSE","BLACK POWDER","77082","BURGLARY HABITATION","UNKNOWN","UNKNOWN","3331 SHADOWBARK  DR,houston ,Texas ,77082","10/12/2009","S"
"513","6","RESTAURANT/CAFETERIA PARK","","77069","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","AMMUNITION","","7110 FM 1960  ,houston ,Texas ,77069","11/5/2009","S"
"514","7","ROAD/STREET/SIDEWALK","MAGAZINES","77004","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","","","2900 JACKSON  ST,houston ,Texas ,77004","12/15/2011","S"
"515","8","APARTMENT","SHOTGUN, PUMP ACTION","77060","BURGLARY HABITATION","MOSSBERG O F, & SONS","12 GAUGE","90 NORTHPOINT  DR,houston ,Texas ,77060","11/12/2008","S"
"516","9","APARTMENT","SHOTGUN, SEMIAUTOMATIC","77017","BURGLARY HABITATION","REMINGTON ARMS CO INC","20 GAUGE","8511 WIER  DR,houston ,Texas ,77017","10/18/2010","S"
"517","10","RESIDENCE/HOUSE","PISTOL, FULLY AUTOMATIC","77099","BURGLARY BUILDING","GLOCK","9 MILL","11851 ACADIAN  DR,houston ,Texas ,77099","6/8/2009","S"
"518","1","RESIDENCE/HOUSE","RIFLE, LEVER ACTION","77040","BURGLARY HABITATION","WEATHERBY VANGUARD","270 CAL","7254 JUNCO  DR,houston ,Texas ,77040","8/2/2012","S"
"519","2","DRIVEWAY","PISTOL, SEMIAUTOMATIC","77034","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","GLOCK","40 CAL","10910 VIEW POINTE  LN,houston ,Texas ,77034","7/21/2012","S"
"520","3","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77006","BURGLARY HABITATION","BROWNING ARMS CO","9 MILL","1633 SUTTON  ,houston ,Texas ,77006","6/7/2010","S"
"521","4","FAIRFIELD APARTMENTS","RIFLE, LEVER ACTION","77034","BURGLARY BUILDING","SMITH & WESSON","30-30 CAL","12510 GREEN S DR,houston ,Texas ,77034","7/5/2009","S"
"522","5","ROAD/STREET/SIDEWALK","","77004","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)","","","4000 ENNIS  ST,houston ,Texas ,77004","6/19/2012","S"
"523","6","LUBYS PARKING LOT","SHOTGUN, PUMP ACTION","77015","THEFT (TRUCK)/(FEL 3RD DEG)","H&K","12 GAUGE","12405 EAST N FWY SER,houston ,Texas ,77015","11/2/2011","S"
"524","7","RESIDENCE/HOUSE","AMMUNITION","77043","BURGLARY HABITATION","MULITPLE","40","10212 BEEKMAN PLACE  DR,houston ,Texas ,77043","10/10/2011","S"
"525","8","RESIDENCE/HOUSE","MACHINE PISTOL","77093","THEFT (FIREARM) STATE JAIL-FELONY ONLY","TAURUS","9MM","3326 SPARKS  ,houston ,Texas ,77093","7/24/2010","S"
"526","9","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77031","BURGLARY HABITATION","RUGER","22 CAL","9310 LONGSTAFF  DR,houston ,Texas ,77031","9/28/2011","S"
"527","10","RESIDENCE/HOUSE","SHOTGUN, PUMP ACTION","77021","BURGLARY HABITATION","MOSSBERG O F, & SONS","12 GAUGE","7146 ST AUGUSTINE  ,houston ,Texas ,77021","8/20/2011","S"
"528","1","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77082","BURGLARY HABITATION","AMT","380 CAL","3255 MANET  CT,houston ,Texas ,77082","8/6/2010","S"
"529","2","RESIDENCE/HOUSE","RIFLE, SEMIAUTOMATIC","77018","BURGLARY HABITATION","UNKNOWN","UNKNOWN","2119 DE MILO  DR,houston ,Texas ,77018","10/11/2011","S"
"530","3","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77016","BURGLARY HABITATION","TITAN","380 CAL","10019 REBEL  RD,houston ,Texas ,77016","3/10/2012","S"
"531","4","DRIVEWAY","PISTOL, SEMIAUTOMATIC","77053","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","BRYCO","9 MILL","4838 WICKVIEW  LN,houston ,Texas ,77053","1/12/2011","S"
"532","5","RESIDENCE/HOUSE","REVOLVER","77017","THEFT/LOSS $50.00 TO $199.99 -","","","5410 EL BUEY  WAY,houston ,Texas ,77017","1/11/2011","S"
"533","6","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77016","THEFT/(MISD B)","TAURUS","40 CAL","7744 BRETSHIRE  DR,houston ,Texas ,77016","1/12/2009","S"
"534","7","ELK RIVER TOOL & DIE","RECEIVER","77061","**** LOST OR STOLEN *****","ARMORY","","8777 TALLYHO  ,houston ,Texas ,77061","3/1/2008","G"
"535","8","RESIDENCE/HOUSE","","77345","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","KEL-TEC","","5607 WOODLAND CREEK  DR,houston ,Texas ,77345","11/30/2011","S"
"536","9","APARTMENT","RIFLE, SINGLE-SHOT","77075","BURGLARY HABITATION","UNKNOWN","243 CAL","10901 TELEPHONE  ,houston ,Texas ,77075","1/9/2009","S"
"537","10","APARTMENT","SHOTGUN, DOUBLE BARREL","77082","BURGLARY HABITATION","REMINGTON ARMS CO INC","12","3030 SHADOWBRIAR  DR,houston ,Texas ,77082","5/13/2011","S"
"538","1","APARTMENT","PISTOL, SEMIAUTOMATIC","77042","THEFT (FIREARM) STATE JAIL-FELONY ONLY","TAURUS","9 MILL","2300 WILCREST  DR,houston ,Texas ,77042","4/17/2012","S"
"539","2","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77009","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SMITH & WESSON","25 CAL","5902 NELWYN  ,houston ,Texas ,77009","5/26/2012","S"
"540","3","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77018","BURGLARY HABITATION","BERETTA","9 MILL","1926 GARDENIA  DR,houston ,Texas ,77018","3/12/2008","S"
"541","4","RESIDENCE/HOUSE","","77059","THEFT","MAGNUM","","16403 CRAIGHURST  DR,houston ,Texas ,77059","3/1/2008","S"
"542","5","APARTMENT","SHOTGUN, PUMP ACTION","77026","BURGLARY HABITATION","UNKNOWN","12 GAUGE","5137 LAVENDER  ,houston ,Texas ,77026","4/25/2011","S"
"543","6","HOTEL/MOTEL PARKING LOT","PISTOL, REVOLVER","77054","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","SMITH & WESSON","38 CAL","8111 KIRBY  DR,houston ,Texas ,77054","3/10/2009","S"
"544","7","HOTEL/MOTEL/ETC.","PISTOL, REVOLVER","77079","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","RUGER","357 CAL","11175 KATY  FWY,houston ,Texas ,77079","4/15/2009","S"
"545","8","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77079","BURGLARY HABITATION","KAHR ARMS","9 MILL","13030 RUMMEL CREEK  DR,houston ,Texas ,77079","6/1/2012","S"
"546","9","APARTMENT","RIFLE, AUTOMATIC","77093","BURGLARY HABITATION","UNKNOWN","7.62X39","2110 TURNER  DR,houston ,Texas ,77093","3/17/2009","S"
"547","10","APARTMENT","PISTOL, SEMIAUTOMATIC","77060","BURGLARY HABITATION","BERSA","380 CAL","16826 IMPERIAL VALLEY  DR,houston ,Texas ,77060","2/16/2012","S"
"548","1","RESIDENCE/HOUSE","RIFLE, BOLT ACTION","77045","BURGLARY HABITATION","BROWN EXBOLT","7 MILL","4427 TRAIL LAKE  ,houston ,Texas ,77045","1/15/2011","S"
"549","2","DRIVEWAY","","77058","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SIDE ARM","40","2283 BROADLAWN  DR,houston ,Texas ,77058","9/11/2009","S"
"550","3","RESIDENCE/HOUSE","SHOTGUN, PUMP ACTION","77072","BURGLARY HABITATION","MOSSBERG O F, & SONS","12 GAUGE","10834 SELA  LN,houston ,Texas ,77072","8/9/2008","S"
"551","4","APARTMENT PARKING LOT","PISTOL, SEMIAUTOMATIC","77082","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)","RUGER","9 MILL","15155 RICHMOND  AVE,houston ,Texas ,77082","7/2/2008","S"
"552","5","WAREHOUSE","PISTOL,REVOLVER","77076","THEFT","SMITH & WESSON","0.38","6767 NORTH  FWY,houston ,Texas ,77076","5/30/2009","S"
"553","6","RESIDENCE/HOUSE","PISTOL, REVOLVER","77077","BURGLARY HABITATION","SMITH & WESSON","357 CAL","11303 BRIAR FOREST  DR,houston ,Texas ,77077","11/19/2009","E"
"554","7","APARTMENT","PISTOL, REVOLVER","77072","BURGLARY HABITATION","SMITH & WESSON","38 CAL","8565 WEST SAM HOUSTON S PKWY,houston ,Texas ,77072","10/15/2009","S"
"555","8","HOTEL/MOTEL/ETC.","PISTOL, SEMIAUTOMATIC","77034","BURGLARY HABITATION","JENNINGS FIREARMS CO","9 MILL","12700 FEATHERWOOD  DR,houston ,Texas ,77034","10/25/2008","C"
"556","9","DRIVEWAY","PISTOL, SEMIAUTOMATIC","77489","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SMITH & WESSON","40 CAL","15906 WILLMORE  LN,houston ,Texas ,77489","12/27/2010","S"
"557","10","APARTMENT","PISTOL, SEMIAUTOMATIC","77042","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","SMITH & WESSON","9 MILL","10010 WESTPARK  ,houston ,Texas ,77042","3/26/2008","S"
"558","1","RESIDENCE","SHOTGUN, SEMIAUTOMATIC","77092","BURGLARY BUILDING","REMINGTON ARMS CO INC","16 GAUGE","6539 FELDSPAR  ,houston ,Texas ,77092","5/6/2011","S"
"559","2","RESIDENCE/HOUSE","PISTOL, REVOLVER","77072","BURGLARY HABITATION","HIGH (HI) STANDARD","380 CAL","7702 TIMBERWAY  LN,houston ,Texas ,77072","1/23/2009","S"
"560","3","MULTI-PLEX HME(DUPLEX,TRI","PISTOL, REVOLVER","77089","BURGLARY HABITATION","DAN B WESSON CO","357 CAL","11523 SABO  RD,houston ,Texas ,77089","2/14/2008","C"
"561","4","RESIDENCE/HOUSE","PISTOL, REVOLVER","77051","BURGLARY HABITATION","H&W","22 CAL","4402 LARKSPUR  ST,houston ,Texas ,77051","9/22/2011","S"
"562","5","RESTAURANT/CAFETERIA","PISTOL, REVOLVER","77015","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","TAURUS","45 CAL","12405 EAST  FWY,houston ,Texas ,77015","10/1/2010","S"
"563","6","RESTAURANT/CAFETERIA PARK","PISTOL, REVOLVER","77056","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SMITH & WESSON","38 CAL","1605 POST OAK  BLVD,houston ,Texas ,77056","6/10/2011","S"
"564","7","RESIDENCE/HOUSE","RIFLE","77092","BURGLARY HABITATION","BLACK POWDER","0.5","5314 POINCIANA  DR,houston ,Texas ,77092","7/18/2012","C"
"565","8","APARTMENT","SHOTGUN, PUMP ACTION","77064","BURGLARY HABITATION","UNKNOWN","12","12020 GESSNER N DR,houston ,Texas ,77064","8/17/2012","S"
"566","9","RESTAURANT/CAFETERIA","PISTOL, SEMIAUTOMATIC","77008","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","H&K","45 CAL","2120 ELLA  BLVD,houston ,Texas ,77008","10/20/2008","S"
"567","10","CONSTRUCTION SITE","SHOTGUN, PUMP ACTION","77092","BURGLARY BUILDING(GC)(JUV)","DEFENDER JUST LEGAL PUMP","12 GAUGE","5800 LOST FOREST  DR,houston ,Texas ,77092","10/8/2008","S"
"568","1","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77087","BURGLARY HABITATION","GLOCK","9 MILL","4109 COLGATE  ,houston ,Texas ,77087","4/16/2008","S"
"569","2","RESIDENCE/HOUSE","RIFLE, SEMIAUTOMATIC","77078","BURGLARY HABITATION","MOSSBERG O F, & SONS","22 CAL","9842 BALSAM  LN,houston ,Texas ,77078","6/1/2012","S"
"570","3","RESIDENCE/HOUSE","RIFLE, BOLT ACTION","77033","THEFT (FIREARM) STATE JAIL-FELONY ONLY","REMINGTON ARMS CO INC","270 CAL","5875 BELNEATH  ST,houston ,Texas ,77033","3/13/2010","S"
"571","4","STRIP BUSINESS CENTER PAR","AMMUNITION","77040","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","UNK","9MM","13700 NORTHWEST W FWY SER,houston ,Texas ,77040","2/20/2011","S"
"572","5","24 FITNESS WORK OUT GYM","PISTOL, SEMIAUTOMATIC","77056","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","SPRINGFIELD FIREARMS","45 CAL","1550 POST OAK  BLVD,houston ,Texas ,77056","1/16/2008","S"
"573","6","APARTMENT","","77031","INVESTIGATION (HOMICIDE)","AMMUNITION","","9200 BELLFORT W ST,houston ,Texas ,77031","9/14/2009","S"
"574","7","RESIDENCE/HOUSE","9 MM","77042","BURGLARY HABITATION","MAKAROV","9 MILL","3606 ROYAL ROYCE  DR,houston ,Texas ,77042","8/12/2008","S"
"575","8","APARTMENT PARKING LOT","PISTOL","77022","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)","SMITH & WESSON","0.4","1200 CAPLIN  ST,houston ,Texas ,77022","6/13/2009","S"
"576","9","RESIDENCE/HOUSE","ZHOTGUN, SINGLE-SHOT","77033","THEFT/(MISD B)","UNKNOWN","UNKNOWN","9027 MARTIN LUTHER KING  BLVD,houston ,Texas ,77033","7/22/2008","S"
"577","10","VACANT SINGLE OCCUPANCY R","CLIP","77072","BURGLARY HABITATION","GLOCK","","11509 BEECHNUT  ST,houston ,Texas ,77072","9/27/2011","S"
"578","1","APARTMENT","AMMUNITION","77006","BURGLARY HABITATION","6 LIVE ROUNDS","357 CAL","3618 STANFORD  ,houston ,Texas ,77006","10/5/2010","S"
"579","2","GAMEROOM","PISTOL, SEMIAUTOMATIC","77017","AGGRAVATED ROBBERY (DEADLY WEAPON)/BY FIREARMS","BERETTA","9 MILL","2728 RICHEY S ,houston ,Texas ,77017","5/29/2010","S"
"580","3","SERVICE/GAS STATION","PISTOL, SEMIAUTOMATIC","77060","AGGRAVATED ROBBERY (DEADLY WEAPON)/BY FIREARMS","HOT POINT","9 MILL","700 GREENS  RD,houston ,Texas ,77060","6/24/2008","C"
"581","4","PRIVATE RESIDENCE","PISTOL, SEMIAUTOMATIC","77336","BURGLARY HABITATION","GLOCK","30 CAL","27207 HUFFMAN CLEVELAND  RD,houston ,Texas ,77336","4/1/2009","S"
"582","5","THE PINES APARTMENTS","RIFLE, CARBINE","77024","THEFT/LOSS $200.00 OR MORE - F","NORINCO","7.62","12633 MEMORIAL  DR,houston ,Texas ,77024","4/22/2010","S"
"583","6","RESIDENCE/HOUSE","38 SPECIAL","77036","THEFT","TARUS","38","6005 BURNING TREE  ,houston ,Texas ,77036","1/28/2011","S"
"584","7","APARTMENT","RIFLE, BOLT ACTION","77099","BURGLARY HABITATION","REMINGTON ARMS CO INC","UNKNOWN","10101 WEST SAM HOUSTON S PKWY,houston ,Texas ,77099","2/27/2009","S"
"585","8","APARTMENT","PISTOL, SEMIAUTOMATIC","77042","BURGLARY HABITATION","SMITH & WESSON","40 CAL","9940 RICHMOND  AVE,houston ,Texas ,77042","12/13/2011","S"
"586","9","RESIDENCE/HOUSE","RIFLE, AUTOMATIC","77033","BURGLARY HABITATION","UNKNOWN","UNKNOWN","7706 SHARONDALE  DR,houston ,Texas ,77033","12/13/2008","S"
"587","10","DRIVEWAY","PISTOL, SEMIAUTOMATIC","77021","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SPRINGFIELD FIREARMS","40 CAL","3421 MAINER  ,houston ,Texas ,77021","10/5/2008","C"
"588","1","RESIDENCE/HOUSE","PISTOL","77009","BURGLARY HABITATION","","40","2931 COCHRAN  ,houston ,Texas ,77009","4/29/2009","S"
"589","2","RESIDENCE/HOUSE","PISTOL, REVOLVER","77048","BURGLARY HABITATION","UNKNOWN","22 CAL","4333 ALLISON  RD,houston ,Texas ,77048","4/11/2012","S"
"590","3","APARTMENT","PISTOL, REVOLVER","77031","BURGLARY HABITATION","UNKNOWN","380 CAL","12220 SAPLING  WAY,houston ,Texas ,77031","11/28/2008","S"
"591","4","RESIDENCE/HOUSE","PISTOL, DERRINGER","77033","BURGLARY HABITATION","UNKNOWN","357 CAL","5431 WILLOW GLEN  DR,houston ,Texas ,77033","10/18/2008","S"
"592","5","RESIDENCE/HOUSE","PISTOL, REVOLVER","77035","BURGLARY BUILDING","SMITH & WESSON","38 CAL","5839 FIRENZA  DR,houston ,Texas ,77035","9/15/2008","C"
"593","6","APARTMENT","RIFLE","77030","BURGLARY HABITATION","UNKNOWN","*","7675 PHOENIX  DR,houston ,Texas ,77030","8/15/2009","S"
"594","7","COMMERCIAL PARKING LOT/GA","PISTOL, SEMIAUTOMATIC","77060","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)(PG)","MAKAROV","9 MILL","440 BENMAR  DR,houston ,Texas ,77060","7/17/2010","S"
"595","8","RESTAURANT/CAFETERIA PARK","PISTOL, REVOLVER","77029","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SW","357 CAL","11831 EAST  FWY,houston ,Texas ,77029","7/7/2011","S"
"596","9","APARTMENT","RIFLE, BOLT ACTION","77063","BURGLARY HABITATION","UNKNOWN","302","3410 OCEE  RD,houston ,Texas ,77063","5/15/2008","S"
"597","10","HOTEL/MOTEL/ETC.","PISTOL, SEMIAUTOMATIC","77079","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)(PG)","BERETTA","40 CAL","1050 HWY 6 N ,houston ,Texas ,77079","5/5/2011","C"
"598","1","DRIVEWAY","CUSTOM GRIPS","77042","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","MANGUM","357","10623 TUPPER LAKE  ,houston ,Texas ,77042","11/13/2009","S"
"599","2","RESIDENCE/HOUSE","RIFLE, AUTOMATIC","77087","THEFT","UNKNOWN","22","6519 BELARBOR  ST,houston ,Texas ,77087","8/15/2011","S"
"600","3","AIRPORT PARKING GARAGE","PISTOL, SEMIAUTOMATIC","77061","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SIG SAUER","45 CAL","7800 AIRPORT  BLVD,houston ,Texas ,77061","8/29/2011","S"
"601","4","APARTMENT","PISTOL, SEMIAUTOMATIC","77016","BURGLARY HABITATION","JIMENEZ ARMS","25 CAL","4679 WEAVER  RD,houston ,Texas ,77016","7/4/2009","C"
"602","5","RESIDENCE/HOUSE","AMMUNITION","77035","BURGLARY HABITATION","LIVE ROUNDS  (65)","9","4857 WOODPECKER  ,houston ,Texas ,77035","6/6/2009","S"
"603","6","APARTMENT","PISTOL, SEMIAUTOMATIC","77057","BURGLARY HABITATION","SPRINGFIELD FIREARMS","9 MILL","2101 FOUNTAIN VIEW  DR,houston ,Texas ,77057","5/5/2010","S"
"604","7","HOTEL/MOTEL/ETC.","AUTOMATIC","77098","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","JENNINGS FIREARMS CO","380","2828 SOUTHWEST  FWY,houston ,Texas ,77098","3/10/2009","S"
"605","8","APARTMENT PARKING LOT","PISTOL, SEMIAUTOMATIC","77042","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","RUGER","380 CAL","10575 WESTPARK  ,houston ,Texas ,77042","4/7/2010","S"
"606","9","RESIDENCE/HOUSE","PISTOL, REVOLVER","77070","THEFT/(MISD B)","SMITH & WESSON","357 CAL","12914 ROSE LANDING  DR,houston ,Texas ,77070","2/9/2012","S"
"607","10","APARTMENT","SHOTGUN, PUMP ACTION","77096","BURGLARY HABITATION","MOSSBERG O F, & SONS","12 GAUGE","5400 BRAESVALLEY  DR,houston ,Texas ,77096","1/9/2009","C"
"608","1","APARTMENT","SHOTGUN, PUMP ACTION","77035","BURGLARY HABITATION(PG)(JUV)","REMINGTON ARMS CO INC","12 GAUGE","12600 DUNLAP  ST,houston ,Texas ,77035","4/7/2011","S"
"609","2","MULTI-PLEX HME(DUPLEX,TRI","AMMUNITION","77063","BURGLARY HABITATION","","","3031 BUTTERCUP  ,houston ,Texas ,77063","4/26/2010","S"
"610","3","STORAGE FACILITY","PISTOL, SEMIAUTOMATIC","77036","BURGLARY BUILDING","GLOCK","357 CAL","9698 STROUD  DR,houston ,Texas ,77036","1/4/2008","S"
"611","4","CONDOMINIUM","PISTOL, SEMIAUTOMATIC","77031","BURGLARY HABITATION","UNKNOWN","40 CAL","9200 BELLFORT W ST,houston ,Texas ,77031","2/24/2010","S"
"612","5","COMMERCIAL BUILDING","RIFLE, BOLT ACTION","77040","BURGLARY BUILDING","HENRY ARMS 22LR","22 CAL","8004 PINEMONT  DR,houston ,Texas ,77040","9/21/2011","S"
"613","6","RESIDENCE/HOUSE","RIFLE","77012","BURGLARY HABITATION","BROWNING","270 CAL","119 DRESDEN  ,houston ,Texas ,77012","9/20/2008","S"
"614","7","COMMERCIAL PARKING LOT/GA","","77084","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","FEDERAL","45","1440 SOUTH CREEK  DR,houston ,Texas ,77084","5/24/2010","E"
"615","8","RESIDENCE/HOUSE","PISTOL, REVOLVER","77336","BURGLARY HABITATION","SMITH & WESSON","38 CAL","409 BROAD RIPPLE  DR,houston ,Texas ,77336","6/23/2010","S"
"616","9","RESIDENCE/HOUSE","UNKNOWN","77011","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","PHOENIX ARMS  H.P","UNKNOWN","6630 AVE N  ,houston ,Texas ,77011","7/19/2008","U"
"617","10","RESIDENCE/HOUSE","RIFLE, BOLT ACTION","77093","BURGLARY HABITATION","UNKNOWN/ ANTIQUE","22 CAL","3315 BENNINGTON  ST,houston ,Texas ,77093","12/7/2011","S"
"618","1","LAQUINTA INN PARKING LOT","PISTOL, SEMIAUTOMATIC","77029","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SIG SAUER","45 CAL","10300 EAST  FWY,houston ,Texas ,77029","12/5/2008","S"
"619","2","APARTMENT","PISTOL, REVOLVER","77004","BURGLARY HABITATION","SIG SAUER","40","1914 BINZ  ST,houston ,Texas ,77004","11/16/2010","S"
"620","3","APARTMENT","PISTOL, SEMIAUTOMATIC","77042","BURGLARY HABITATION","SMITH & WESSON","9 MILL","10751 MEADOWGLEN  LN,houston ,Texas ,77042","11/30/2011","S"
"621","4","RESTAURANT/CAFETERIA PARK","PISTOL, REVOLVER","77008","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","SMITH & WESSON","","2100 T C JESTER E BLVD,houston ,Texas ,77008","12/17/2008","S"
"622","5","RESIDENCE/HOUSE","PISTOL, REVOLVER","77061","THEFT/(FEL 3RD DEG)","UNKNOWN","38 CAL","7320 ASHBURN  ST,houston ,Texas ,77061","11/28/2008","S"
"623","6","MALL PARKING LOT","PISTOL, SEMIAUTOMATIC","77036","BURGLARY (MOTOR VEHICLE) THEFT OF FIREARM - FELONY","SMITH & WESSON","40 CAL","7500 BELLAIRE  BLVD,houston ,Texas ,77036","4/2/2008","S"
"624","7","STORAGE BUILDINGS","RIFLE BLUED","77057","BURGLARY OF BUILDING (STORAGE)","MARLIN","0.22","6040 WESTPARK  ,houston ,Texas ,77057","3/15/2008","S"
"625","8","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77053","BURGLARY HABITATION","SMITH & WESSON","40 CAL","6006 IRISH HILL  DR,houston ,Texas ,77053","5/18/2012","S"
"626","9","MALL PARKING LOT","MAGAZINE","77087","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)","GLOCK","40","1000 GULFGATE CENTER MALL  ,houston ,Texas ,77087","5/6/2012","S"
"627","10","RESIDENCE/HOUSE","PISTOL, REVOLVER","77088","BURGLARY HABITATION(JUV)","RUGER","357 CAL","5511 MOSS GLENN  LN,houston ,Texas ,77088","1/22/2012","S"
"628","1","RESIDENCE","SEMI AUTOMATIC","77098","BURGLARY (RESIDENCE)","","22","2007 SOUTH  BLVD,houston ,Texas ,77098","2/2/2011","S"
"629","2","RESIDENCE/HOUSE","RIFLE","77057","BURGLARY HABITATION","H&K","22","1429 WINROCK  BLVD,houston ,Texas ,77057","1/3/2011","S"
"630","3","RESIDENCE/HOUSE","SHOTGUN, PUMP ACTION","77055","BURGLARY HABITATION","MOSSBERG O F, & SONS","12 GAUGE","8025 CEDEL  DR,houston ,Texas ,77055","3/3/2009","S"
"631","4","STRIP BUSINESS CENTER PAR","","77067","THEFT (TRUCK)/LOSS $200.00 OR MORE - F","AMMO GUN & SPARE MAG","","249 GREENS W RD,houston ,Texas ,77067","2/19/2010","S"
"632","5","CAR DEALERSHIP","SHOTGUN, PUMP ACTION","77037","BURGLARY BUILDING(PG)","UNKNOWN","12 GAUGE","8600 NORTH  FWY,houston ,Texas ,77037","8/15/2009","S"
"633","6","RESIDENCE/HOUSE","UNKNOWN","77089","BURGLARY HABITATION","REMINGTON","30-06 CAL","11027 SAGEBERRY  DR,houston ,Texas ,77089","7/18/2009","S"
"634","7","CHURCH/SYNAGOGUE/TEMPLE","PISTOL, SEMIAUTOMATIC","77028","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","RUGER","9 MILL","7434 SPRINGDALE  ST,houston ,Texas ,77028","10/21/2011","S"
